,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.02,1.94,1.0,4.29,1.08,1.4,1.14,1.36,1.73
TEMP_1,,,,,,,,,,,
PRES_1,0.95,,0.94,4.55,0.95,4.84,1.03,1.31,1.06,1.32,1.69
PRES_0,0.14,,0.34,0.08,0.14,,0.14,0.23,0.22,0.14,0.17
DEWP_0,1.0,,1.02,1.95,1.0,,1.08,1.39,1.14,1.36,1.73
DEWP_1,0.01,,0.01,,,,0.01,,,,
WSPM_0,0.8,,0.81,1.47,0.8,3.21,0.77,1.96,1.01,0.97,1.22
WSPM_1,0.37,,0.37,0.86,0.37,,0.69,0.3,0.34,0.94,1.38
PM10_0,0.67,,0.67,1.93,0.67,,0.79,0.78,0.6,2.12,
PM10_1,0.4,,0.42,0.57,0.4,,0.39,0.92,1.07,0.32,1.07
PM10_2,0.19,,0.2,0.28,0.19,,0.19,0.46,,0.42,0.12
