,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,28.48,1.04,3.79,1.0,18.48,1.16,1.95,1.3,1.85,3.0
TEMP_1,,,,,,,,,,,
PRES_1,0.97,27.49,1.0,3.66,0.97,18.57,1.12,1.9,1.26,1.78,2.89
PRES_0,0.26,,0.27,1.0,0.26,4.2,0.31,0.45,0.33,0.5,0.79
DEWP_0,1.0,28.45,1.03,3.78,1.0,18.46,1.16,1.95,1.3,1.84,2.99
DEWP_1,0.05,,0.06,,0.05,1.0,0.07,,0.06,0.11,
WSPM_0,0.86,22.17,0.89,3.02,0.86,11.98,1.0,1.67,1.13,1.54,2.36
WSPM_1,0.51,,0.53,2.58,0.51,,0.59,1.0,0.66,1.08,2.65
PM10_0,0.77,24.11,0.79,3.31,0.77,34.67,0.89,1.55,1.0,1.41,2.77
PM10_1,0.54,13.33,0.56,1.79,0.54,7.73,0.63,1.06,0.74,1.0,1.4
PM10_2,0.33,,0.34,1.32,0.33,3.8,0.39,0.46,0.35,0.63,1.0
