,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.9,1.02,0.88,0.98,0.93,1.03,0.86,0.94,0.92,0.61
TEMP_0,1.1,1.0,1.14,0.96,1.09,1.02,1.13,0.98,1.05,1.01,0.69
PRES_0,0.98,0.88,1.0,0.86,0.96,0.9,1.0,0.85,0.93,0.9,0.6
PRES_1,1.13,1.04,1.15,1.0,1.13,1.07,1.18,0.99,1.08,1.06,0.72
DEWP_0,1.02,0.92,1.04,0.89,1.0,0.93,1.04,0.89,0.96,0.93,0.63
DEWP_1,1.08,0.98,1.11,0.93,1.07,1.0,1.11,0.93,1.02,0.99,0.66
WSPM_0,0.97,0.89,1.0,0.85,0.96,0.9,1.0,0.85,0.93,0.89,0.6
WSPM_1,1.16,1.02,1.17,1.01,1.13,1.07,1.18,1.0,1.08,1.06,0.73
PM10_0,1.06,0.96,1.08,0.92,1.04,0.98,1.08,0.93,1.0,0.97,
PM10_1,1.09,0.99,1.12,0.94,1.07,1.01,1.12,0.94,1.03,1.0,0.68
PM10_2,1.64,1.45,1.67,1.4,1.58,1.52,1.68,1.37,,1.48,1.0
