,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.53,0.39,0.76,1.39,1.29,0.31,1.1,1.61,1.15,1.28,0.72
TEMP_0,0.45,1.67,1.25,0.39,0.56,1.49,1.08,1.57,1.07,1.23,1.11
PRES_1,0.81,1.3,1.33,0.32,0.76,1.18,1.09,1.62,1.13,1.21,0.93
PRES_0,1.41,0.41,0.34,2.07,1.31,0.26,1.1,1.54,1.08,1.34,0.85
DEWP_1,1.35,0.62,0.81,1.28,1.39,0.21,1.11,1.25,1.03,1.42,0.94
DEWP_0,0.48,1.59,1.29,0.34,0.24,1.93,1.06,2.14,1.25,0.98,0.84
WSPM_0,1.04,0.97,0.98,0.93,0.99,0.78,1.11,1.31,1.07,1.32,0.97
WSPM_1,0.91,1.12,1.06,0.85,0.68,1.37,0.98,3.23,1.39,0.86,0.52
PM10_0,1.01,0.96,1.02,0.83,0.86,1.03,1.07,2.19,1.47,0.79,0.22
PM10_1,1.07,0.97,0.94,1.02,1.09,0.63,1.12,0.94,0.8,2.01,0.96
PM10_2,0.83,1.27,1.03,1.04,0.93,0.79,1.11,0.26,0.09,1.35,5.07
