,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.25,0.65,2.42,0.74,1.81,0.39,12.97,0.89,2.4,37.42
TEMP_0,0.79,1.0,0.51,1.8,0.58,1.53,0.3,10.31,0.71,1.92,26.96
PRES_1,1.54,1.95,1.0,3.69,1.13,2.96,0.59,20.33,1.38,3.74,55.69
PRES_0,0.42,0.53,0.27,1.0,0.31,0.78,0.16,5.3,0.37,1.0,14.34
DEWP_1,1.36,1.74,0.88,3.23,1.0,2.55,0.52,17.02,1.21,3.31,47.77
DEWP_0,0.52,0.66,0.34,1.27,0.38,1.0,0.2,7.07,0.47,1.24,18.88
WSPM_0,2.59,3.31,1.68,6.09,1.89,5.02,1.0,33.74,2.33,6.19,88.63
WSPM_1,0.08,0.1,0.05,0.2,0.06,0.14,0.03,1.0,0.07,0.22,5.75
PM10_0,1.11,1.4,0.73,2.72,0.83,2.14,0.43,15.16,1.0,2.68,77.25
PM10_1,0.42,0.54,0.27,0.95,0.3,0.81,0.16,5.07,0.38,1.0,12.65
PM10_2,0.03,0.04,0.02,0.07,0.02,0.05,0.01,0.21,0.02,0.07,1.0
