,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,,1.0,0.44,0.98,0.75,0.94,0.83,0.49
PRES_0,1.0,1.0,,1.0,0.44,0.98,0.75,0.94,0.83,0.49
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,,1.0,,0.98,0.75,0.94,0.83,0.49
DEWP_0,2.28,2.28,,,1.0,2.2,1.72,2.13,,
WSPM_0,1.02,1.02,,1.02,0.45,1.0,0.77,0.97,0.84,0.54
WSPM_1,1.34,1.34,,1.34,0.58,1.31,1.0,1.24,1.2,
PM10_0,1.06,1.06,,1.06,0.47,1.03,0.81,1.0,0.88,
PM10_1,1.2,1.2,,1.2,,1.19,0.83,1.14,1.0,0.58
PM10_2,2.03,2.03,,2.03,,1.86,,,1.72,1.0
