,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.74,1.04,1.13,1.0,1.3,1.21,1.89,1.26,1.75,1.48
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.92,1.05,0.75,1.0,1.14,1.21,1.91,1.27,1.71,1.43
PRES_0,1.0,,0.93,6.17,1.0,3.42,1.24,1.52,1.12,2.27,2.18
DEWP_0,1.0,0.86,1.04,1.12,1.0,1.17,1.21,1.89,1.26,1.75,1.48
DEWP_1,1.0,,1.05,,1.0,43.77,1.24,,1.07,2.12,
WSPM_0,1.0,0.93,1.04,1.1,1.0,0.98,1.23,1.68,1.21,1.85,1.56
WSPM_1,1.0,,1.04,1.21,1.0,,1.17,2.47,1.38,1.47,1.26
PM10_0,1.0,0.94,1.04,0.97,1.0,1.31,1.2,2.31,1.44,1.44,0.82
PM10_1,1.0,1.03,1.04,1.37,1.0,1.13,1.23,1.45,1.19,2.29,1.62
PM10_2,1.0,,1.03,1.41,1.0,1.81,1.23,0.81,0.55,2.01,4.39
