,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.02,45.35,1.14,5.75,1.13,6.02,1.86,1.88,1.8,1.81,3.42
TEMP_0,52.53,1.02,7.98,1.21,8.61,1.2,2.16,2.14,2.25,2.23,1.41
PRES_0,1.19,7.05,1.02,54.9,1.21,5.32,1.89,2.08,1.98,1.77,2.65
PRES_1,6.32,1.17,58.88,1.02,5.76,1.23,2.12,1.93,2.02,2.3,1.61
DEWP_1,1.18,7.77,1.21,5.36,1.01,66.23,1.77,2.87,2.0,1.76,2.83
DEWP_0,6.7,1.15,5.67,1.23,70.66,1.02,2.29,1.54,2.01,2.33,1.55
WSPM_0,1.28,1.29,1.26,1.31,1.17,1.43,1.09,3.33,1.4,1.17,1.1
WSPM_1,4.58,4.46,4.86,4.21,6.8,3.33,11.73,1.43,3.51,6.93,10.73
PM10_0,1.7,1.84,1.8,1.72,1.81,1.71,1.9,1.4,1.08,8.59,125.32
PM10_1,2.88,3.07,2.72,3.29,2.68,3.34,2.73,4.26,14.57,1.18,6.79
PM10_2,23.57,8.29,17.59,9.8,18.67,9.48,11.01,27.87,737.89,29.73,1.19
