,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.54,1.04,0.74,0.59,0.57,1.13,0.6,0.59,0.61,0.6,0.97
TEMP_0,0.91,0.47,0.53,0.96,0.8,0.52,0.55,0.55,0.58,0.58,0.65
PRES_1,0.86,0.69,0.66,1.44,0.87,0.74,0.71,0.7,0.73,0.75,0.98
PRES_0,0.4,0.74,0.77,0.35,0.41,0.95,0.43,0.42,0.45,0.42,0.58
DEWP_1,0.64,0.96,0.8,0.68,0.62,1.62,0.67,0.71,0.72,0.66,0.9
DEWP_0,0.73,0.41,0.45,0.96,1.06,0.39,0.48,0.43,0.47,0.54,0.68
WSPM_0,0.93,0.97,0.93,1.0,0.92,1.12,0.85,0.93,0.92,0.84,1.08
WSPM_1,0.27,0.24,0.24,0.33,0.34,0.21,0.24,0.16,0.21,0.36,1.14
PM10_0,0.68,0.7,0.67,0.8,0.74,0.7,0.63,0.56,0.57,0.8,4.92
PM10_1,0.47,0.5,0.48,0.47,0.44,0.64,0.43,0.5,0.56,0.35,0.47
PM10_2,0.19,0.16,0.16,0.19,0.18,0.19,0.16,0.18,0.23,0.16,0.09
