,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.36,1.0,0.44,0.98,0.75,0.94,0.83,0.49
PRES_0,1.0,1.0,0.36,1.0,0.44,0.98,0.75,0.94,0.83,0.49
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.36,1.0,0.43,0.98,0.75,0.94,0.83,0.5
DEWP_0,2.43,2.43,,2.45,1.09,2.34,1.66,2.29,2.12,
WSPM_0,1.02,1.02,0.41,1.02,0.42,1.0,0.76,0.97,0.84,0.51
WSPM_1,1.34,1.34,,1.34,0.67,1.31,1.0,1.25,1.22,0.64
PM10_0,1.06,1.06,0.38,1.06,0.5,1.04,0.82,1.0,0.88,0.6
PM10_1,1.2,1.2,,1.2,,1.17,0.83,1.14,1.0,0.55
PM10_2,2.03,2.03,,2.03,,1.99,1.36,1.76,1.8,1.0
