,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.61,0.88,0.65,1.03,0.81,0.64,0.63,0.57,0.65,0.61,0.78
TEMP_0,0.65,0.41,0.62,0.45,0.45,0.78,0.46,0.43,0.49,0.49,0.58
PRES_0,0.67,0.84,0.66,1.41,0.85,0.69,0.67,0.62,0.7,0.65,0.78
PRES_1,0.56,0.38,0.74,0.35,0.4,0.8,0.41,0.37,0.43,0.45,0.61
DEWP_0,0.72,0.57,0.75,0.63,0.56,1.1,0.6,0.55,0.62,0.62,0.78
DEWP_1,0.49,0.73,0.5,0.91,0.85,0.44,0.49,0.45,0.52,0.48,0.58
WSPM_0,0.72,0.74,0.75,0.85,0.78,0.76,0.66,0.64,0.72,0.66,0.76
WSPM_1,0.46,0.46,0.48,0.5,0.45,0.54,0.42,0.35,0.41,0.43,0.66
PM10_0,0.59,0.58,0.63,0.64,0.58,0.67,0.53,0.48,0.48,0.6,1.47
PM10_1,0.51,0.54,0.52,0.63,0.57,0.53,0.48,0.45,0.58,0.43,0.51
PM10_2,0.16,0.15,0.16,0.2,0.17,0.18,0.15,0.14,0.18,0.15,0.09
