,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.27,0.68,1.15,0.78,0.92,1.25,1.14,1.36,1.14,1.24,1.27
TEMP_0,0.64,1.54,0.81,1.37,1.22,0.69,1.16,1.24,1.15,1.15,1.35
PRES_0,1.19,0.88,1.23,0.48,0.93,1.22,1.15,1.32,1.11,1.24,1.36
PRES_1,0.77,1.44,0.46,1.68,1.25,0.65,1.14,1.3,1.2,1.12,1.2
DEWP_0,0.92,1.3,0.89,1.3,1.32,0.51,1.12,1.38,1.19,1.13,1.31
DEWP_1,1.23,0.78,1.18,0.63,0.53,1.49,1.18,1.22,1.08,1.29,1.3
WSPM_0,1.03,1.16,1.03,1.05,1.0,1.09,1.21,1.13,1.1,1.21,1.31
WSPM_1,1.12,0.99,1.02,1.07,1.13,1.0,1.02,1.6,1.22,1.19,1.32
PM10_0,1.04,1.13,0.97,1.15,1.11,0.98,1.13,1.43,1.41,0.9,0.74
PM10_1,1.09,1.06,1.07,0.96,0.99,1.12,1.16,1.22,0.89,1.48,1.16
PM10_2,1.06,1.16,1.13,0.93,1.01,1.17,1.2,1.01,0.36,1.14,3.16
