,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.86,2.08,1.37,0.83,0.99,1.75,1.17,0.7,1.06,0.92,0.9
TEMP_0,2.26,0.84,1.06,1.76,1.62,0.87,1.25,0.75,1.16,1.0,0.71
PRES_1,1.19,0.87,0.91,2.0,1.22,0.85,1.09,0.64,0.98,0.89,0.73
PRES_0,1.07,2.06,2.78,0.78,1.15,2.47,1.38,0.87,1.31,1.03,0.88
DEWP_1,0.9,1.34,1.24,0.82,0.89,2.59,1.09,0.76,1.07,0.82,0.71
DEWP_0,1.93,0.95,1.13,2.1,3.41,0.79,1.38,0.68,1.14,1.24,0.92
WSPM_0,0.92,0.91,0.98,0.85,0.94,0.97,0.97,0.71,0.94,0.74,0.6
WSPM_1,1.85,1.73,1.81,1.92,2.66,1.32,2.23,0.69,1.45,2.6,4.22
PM10_0,1.07,1.07,1.12,1.08,1.23,0.96,1.17,0.6,0.88,1.33,6.66
PM10_1,1.31,1.3,1.42,1.13,1.25,1.57,1.37,1.05,1.87,0.79,0.84
PM10_2,2.48,1.86,2.21,2.01,2.26,2.18,2.25,2.18,3.64,2.02,0.57
