,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.17,1.0,0.55,1.0,0.27,1.02,0.97,0.97,0.96,0.69
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.19,1.02,0.43,1.01,0.26,1.03,1.0,0.99,0.95,0.68
PRES_0,1.4,,1.26,1.9,1.4,0.61,1.45,1.06,1.17,1.6,1.24
DEWP_0,1.0,0.19,1.0,0.55,1.0,0.26,1.02,0.98,0.98,0.96,0.69
DEWP_1,2.07,,2.12,,2.07,3.69,2.21,,,2.36,
WSPM_0,1.04,0.21,1.04,0.55,1.04,0.21,1.07,0.94,0.99,1.02,0.72
WSPM_1,1.18,,1.18,0.74,1.18,,1.17,1.37,1.21,1.09,0.96
PM10_0,1.07,0.21,1.07,0.56,1.07,,1.08,1.19,1.13,0.89,0.56
PM10_1,1.17,0.25,1.16,0.69,1.17,0.27,1.21,0.95,1.1,1.33,0.8
PM10_2,1.31,,1.31,0.86,1.31,0.39,1.37,0.68,0.71,1.37,1.67
