,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.89,0.93,0.96,1.05,1.06,0.8,0.93,0.63,0.81,0.74,0.46
TEMP_0,1.34,0.8,1.38,0.83,1.01,1.45,1.09,0.74,0.98,0.91,0.54
PRES_0,0.88,0.86,0.91,1.16,1.01,0.78,0.91,0.61,0.79,0.71,0.42
PRES_1,1.39,0.85,1.66,0.77,1.06,1.68,1.14,0.78,1.03,0.97,0.64
DEWP_0,1.06,0.73,1.14,0.76,0.87,1.28,0.96,0.65,0.86,0.79,0.49
DEWP_1,1.01,1.12,1.07,1.33,1.38,0.82,1.05,0.71,0.9,0.83,0.49
WSPM_0,0.93,0.77,0.99,0.85,0.95,0.85,0.9,0.61,0.81,0.71,0.4
WSPM_1,1.21,1.0,1.31,1.04,1.15,1.23,1.16,0.77,0.99,0.97,0.7
PM10_0,1.08,0.86,1.17,0.91,1.02,1.06,1.02,0.68,0.84,0.87,0.9
PM10_1,1.07,0.94,1.13,1.02,1.14,0.98,1.07,0.72,1.01,0.81,0.42
PM10_2,1.97,1.61,2.14,1.84,2.05,1.94,1.93,1.32,1.81,1.52,0.57
