,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.9,3.44,1.01,1.58,1.33,0.93,1.21,0.97,1.12,1.06,0.91
TEMP_0,4.2,0.82,1.78,0.91,1.1,1.9,1.25,1.46,1.25,1.32,1.0
PRES_0,0.97,1.37,0.91,4.56,1.28,0.91,1.11,1.02,1.13,1.01,0.81
PRES_1,2.04,0.99,6.19,0.78,1.12,2.33,1.41,1.3,1.24,1.47,1.28
DEWP_0,1.38,0.92,1.38,0.88,0.88,4.11,1.24,1.0,1.06,1.2,0.99
DEWP_1,1.09,1.83,1.11,2.02,4.69,0.83,1.22,1.36,1.38,1.13,0.92
WSPM_0,1.15,0.98,1.11,1.02,1.15,0.99,0.97,1.63,1.12,1.01,0.79
WSPM_1,1.3,1.53,1.41,1.33,1.27,1.55,2.26,0.89,1.25,1.45,1.35
PM10_0,1.26,1.14,1.32,1.06,1.15,1.32,1.31,1.07,0.88,2.45,
PM10_1,1.26,1.28,1.26,1.31,1.38,1.15,1.27,1.29,2.57,0.88,1.52
PM10_2,2.46,2.11,2.25,2.51,2.47,2.13,2.23,2.56,,3.32,0.61
