,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.95,0.14,1.0,0.01,0.8,0.37,0.67,0.4,0.19
TEMP_1,,,,,,,,,,,
PRES_1,1.02,,0.99,0.06,1.02,0.01,0.81,0.38,0.7,0.39,0.19
PRES_0,1.95,,0.75,0.92,1.94,,1.64,0.59,0.88,1.04,0.5
DEWP_0,1.0,,0.95,0.13,1.0,,0.8,0.37,0.67,0.4,0.19
DEWP_1,4.3,,3.43,,,0.83,3.66,,,,
WSPM_0,1.08,,1.02,0.15,1.08,0.01,0.96,0.22,0.66,0.47,0.23
WSPM_1,1.4,,1.34,0.16,1.4,,0.63,0.87,1.12,0.33,0.16
PM10_0,1.14,,1.1,0.11,1.14,,0.82,0.51,0.97,0.19,
PM10_1,1.36,,1.26,0.24,1.36,,1.21,0.26,0.39,0.92,0.16
PM10_2,1.73,,1.58,0.32,1.72,,1.56,0.29,,0.44,0.93
