,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,4.71,2.33,5.01,2.99,5.11,2.85,1.25,68.73,3.3,17.23,1070.17
TEMP_0,1.27,6.79,1.97,5.59,1.77,5.56,1.05,57.86,2.7,14.31,1430.54
PRES_0,4.35,3.03,5.17,1.69,4.83,2.98,1.21,65.79,3.11,16.96,1146.71
PRES_1,1.99,6.66,1.3,6.16,2.23,5.59,1.1,60.81,2.89,14.56,1391.25
DEWP_1,4.38,2.92,4.78,2.92,5.21,1.52,1.22,59.27,3.09,16.95,1095.08
DEWP_0,1.93,6.71,2.29,5.72,1.17,6.12,1.08,66.8,2.91,14.56,1430.31
WSPM_0,5.24,8.11,5.83,7.07,5.99,6.71,1.85,82.55,4.56,24.99,2051.49
WSPM_1,1.46,2.37,1.59,2.1,1.44,2.31,0.45,40.14,1.43,6.56,515.17
PM10_0,3.84,5.81,4.15,5.25,4.19,5.19,1.28,81.59,4.04,12.84,717.42
PM10_1,2.31,3.5,2.61,2.97,2.62,2.92,0.79,35.34,1.53,14.49,801.51
PM10_2,0.41,1.01,0.53,0.82,0.49,0.82,0.19,5.91,0.12,2.43,543.01
