,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,23.39,10.09,4.64,138.54,10.27,19.84,2.18,6218.87,13.87,131.65,24356.3
TEMP_0,6.84,43.22,7.66,38.78,4.42,93.9,2.15,6056.77,13.01,126.53,37437.89
PRES_1,12.49,33.54,8.14,32.03,6.04,74.68,2.16,6254.79,13.68,124.41,31440.45
PRES_0,21.61,10.54,2.07,205.88,10.36,16.22,2.18,5928.34,13.06,138.49,28696.8
DEWP_1,20.71,15.99,4.94,127.58,11.01,13.05,2.21,4841.39,12.44,146.5,31755.36
DEWP_0,7.38,41.29,7.87,33.57,1.88,121.95,2.1,8250.59,15.14,101.3,28463.66
WSPM_0,15.91,25.04,5.98,92.89,7.89,49.11,2.2,5055.46,12.9,136.2,32703.65
WSPM_1,13.93,29.13,6.51,84.91,5.41,86.59,1.94,12472.95,16.81,88.92,17618.81
PM10_0,15.54,24.92,6.21,83.24,6.84,64.92,2.13,8466.73,17.75,81.49,7445.79
PM10_1,16.47,25.2,5.75,102.07,8.64,39.93,2.21,3613.67,9.64,207.79,32412.66
PM10_2,12.67,32.76,6.33,103.26,7.36,49.58,2.2,996.8,1.06,139.35,171549.34
