,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.86,5.66,0.91,2.03,0.91,2.07,1.22,1.05,1.16,1.09,1.24
TEMP_0,6.09,0.83,2.37,0.91,2.45,0.91,1.29,1.1,1.27,1.18,0.79
PRES_0,0.93,2.21,0.86,6.23,0.93,1.94,1.23,1.1,1.21,1.07,1.09
PRES_1,2.12,0.9,6.45,0.84,2.02,0.92,1.29,1.05,1.21,1.21,0.84
DEWP_1,0.92,2.33,0.93,1.94,0.85,6.84,1.19,1.29,1.21,1.07,1.12
DEWP_0,2.19,0.89,2.0,0.92,7.07,0.84,1.34,0.94,1.21,1.22,0.83
WSPM_0,1.01,1.0,1.0,1.01,0.97,1.06,0.98,1.46,1.07,0.91,0.74
WSPM_1,1.64,1.59,1.68,1.55,1.99,1.38,2.75,0.82,1.44,1.93,2.01
PM10_0,1.12,1.15,1.15,1.11,1.15,1.11,1.24,0.92,0.9,2.38,7.99
PM10_1,1.37,1.39,1.32,1.44,1.32,1.46,1.4,1.47,3.11,0.83,1.65
PM10_2,3.28,1.9,2.82,2.08,2.9,2.04,2.35,3.12,17.5,3.48,0.58
