,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.69,1.0,0.44,0.84,0.61,0.85,0.67,0.68
TEMP_1,,,,,,,,,,,
PRES_1,1.03,0.48,0.96,1.81,1.03,0.59,0.87,0.61,0.85,0.72,0.75
PRES_0,2.9,,5.95,0.22,2.92,,2.35,2.29,4.0,1.19,1.04
DEWP_0,1.0,0.5,0.97,0.69,1.0,0.63,0.84,0.61,0.85,0.67,0.68
DEWP_1,10.3,,10.13,,12.21,0.04,8.51,,,5.19,
WSPM_0,1.13,0.42,1.1,0.68,1.13,0.4,0.85,1.1,1.1,0.62,0.61
WSPM_1,1.71,,1.63,1.98,1.71,,2.09,0.5,1.07,2.8,4.04
PM10_0,1.24,0.39,1.17,1.6,1.24,,1.11,0.55,0.75,1.71,9.37
PM10_1,1.63,,1.65,0.66,1.64,0.38,1.26,2.04,2.75,0.53,1.01
PM10_2,2.4,,2.42,1.02,2.4,0.27,1.88,3.25,11.85,1.67,0.3
