,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.29,13.05,0.33,1.65,0.33,1.73,0.54,0.54,0.52,0.52,0.98
TEMP_0,11.26,0.22,1.71,0.26,1.85,0.26,0.46,0.46,0.48,0.48,0.3
PRES_0,0.32,1.89,0.27,14.69,0.32,1.42,0.51,0.56,0.53,0.47,0.71
PRES_1,1.47,0.27,13.69,0.24,1.34,0.29,0.49,0.45,0.47,0.53,0.37
DEWP_1,0.31,2.07,0.32,1.43,0.27,17.63,0.47,0.76,0.53,0.47,0.75
DEWP_0,1.57,0.27,1.33,0.29,16.52,0.24,0.54,0.36,0.47,0.54,0.36
WSPM_0,0.78,0.78,0.76,0.8,0.71,0.87,0.66,2.02,0.85,0.71,0.67
WSPM_1,0.22,0.22,0.24,0.21,0.33,0.16,0.57,0.07,0.17,0.34,0.52
PM10_0,0.55,0.59,0.58,0.55,0.58,0.55,0.61,0.45,0.35,2.77,40.46
PM10_1,0.33,0.35,0.31,0.37,0.31,0.38,0.31,0.48,1.66,0.13,0.77
PM10_2,0.15,0.05,0.11,0.06,0.12,0.06,0.07,0.17,4.56,0.18,0.01
