,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.01,1.21,1.0,1.51,1.09,1.28,1.08,1.22,1.21
TEMP_1,,,,,,,,,,,
PRES_1,1.0,1.47,1.03,0.75,1.0,1.42,1.09,1.3,1.1,1.19,1.18
PRES_0,1.0,,0.7,3.65,1.0,,1.14,1.01,0.82,1.58,1.57
DEWP_0,1.0,1.42,1.02,1.2,1.0,1.26,1.09,1.28,1.09,1.22,1.21
DEWP_1,1.0,,0.79,,0.92,15.3,1.2,,,1.5,
WSPM_0,1.0,1.57,1.01,1.23,1.0,1.46,1.15,1.01,1.02,1.31,1.29
WSPM_1,1.0,,1.02,1.17,1.0,,0.9,1.85,1.24,0.97,1.02
PM10_0,1.0,1.61,1.03,0.93,1.0,,1.04,1.54,1.29,0.84,0.58
PM10_1,1.0,,1.0,1.49,1.0,1.46,1.16,0.84,0.81,1.76,1.11
PM10_2,1.0,,0.99,1.63,1.0,2.64,1.16,0.63,0.28,1.21,2.83
