,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.43,0.97,0.63,1.0,0.37,0.86,0.59,0.82,0.63,0.59
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.38,0.97,0.77,1.0,0.41,0.86,0.6,0.82,0.63,0.6
PRES_0,1.0,,1.02,0.27,1.0,0.18,0.87,0.53,0.82,0.58,0.49
DEWP_0,1.0,0.4,0.97,0.63,1.0,0.38,0.86,0.59,0.82,0.63,0.59
DEWP_1,1.0,,0.96,,1.0,0.06,0.93,,0.71,0.63,
WSPM_0,1.0,0.33,0.97,0.57,1.0,0.28,0.86,0.63,0.84,0.58,0.51
WSPM_1,1.0,,0.97,0.93,1.0,,0.87,0.52,0.77,0.84,1.46
PM10_0,1.0,0.44,0.97,0.83,1.0,1.4,0.87,0.57,0.77,0.69,1.05
PM10_1,1.0,0.29,0.97,0.47,1.0,0.27,0.86,0.68,0.91,0.55,0.45
PM10_2,1.0,,0.96,0.6,1.0,0.15,0.87,0.53,0.91,0.61,0.34
