,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.55,24.33,0.61,3.08,0.61,3.23,1.0,1.01,0.97,0.97,1.83
TEMP_0,24.33,0.47,3.7,0.56,3.99,0.56,1.0,0.99,1.04,1.03,0.65
PRES_0,0.61,3.65,0.53,28.39,0.63,2.75,0.98,1.08,1.02,0.92,1.37
PRES_1,3.05,0.56,28.39,0.49,2.78,0.59,1.02,0.93,0.97,1.11,0.77
DEWP_1,0.61,4.01,0.63,2.77,0.52,34.17,0.92,1.48,1.03,0.91,1.46
DEWP_0,3.24,0.56,2.74,0.59,34.17,0.49,1.11,0.74,0.97,1.13,0.75
WSPM_0,1.0,1.0,0.98,1.02,0.91,1.11,0.85,2.59,1.09,0.91,0.86
WSPM_1,1.01,0.99,1.07,0.93,1.5,0.74,2.59,0.32,0.78,1.53,2.37
PM10_0,0.96,1.04,1.02,0.97,1.03,0.97,1.08,0.8,0.61,4.88,71.2
PM10_1,0.97,1.04,0.92,1.11,0.9,1.13,0.92,1.44,4.92,0.4,2.29
PM10_2,1.85,0.65,1.38,0.77,1.47,0.75,0.87,2.19,58.02,2.34,0.09
