,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.12,0.96,0.38,1.0,0.12,0.82,0.49,0.77,0.53,0.42
TEMP_1,,,,,,,,,,,
PRES_1,1.06,0.11,1.0,0.57,1.05,0.14,0.87,0.52,0.81,0.57,0.45
PRES_0,7.39,,8.91,1.03,7.38,0.48,6.0,3.47,6.23,3.3,2.27
DEWP_0,1.0,0.1,0.96,0.38,1.0,0.13,0.82,0.49,0.77,0.53,0.42
DEWP_1,79.44,,77.4,,79.34,1.16,68.85,,,34.26,
WSPM_0,1.25,0.11,1.21,0.43,1.25,0.12,1.01,0.71,1.01,0.61,0.45
WSPM_1,2.73,,2.61,1.63,2.73,,2.41,1.04,1.86,2.22,2.72
PM10_0,1.49,0.14,1.42,0.8,1.49,,1.24,0.66,1.01,0.99,1.55
PM10_1,2.52,,2.46,0.71,2.51,0.2,2.03,1.58,2.38,1.03,0.86
PM10_2,5.18,,5.01,1.67,5.17,0.28,4.25,2.88,6.12,2.62,1.04
