,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.96,0.1,1.0,0.01,0.88,0.43,0.69,0.44,0.16
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.0,0.04,1.0,0.01,0.87,0.44,0.71,0.42,0.15
PRES_0,1.0,,0.45,0.92,1.0,,0.94,0.29,0.4,0.72,0.29
DEWP_0,1.0,,0.96,0.1,1.0,,0.88,0.43,0.69,0.44,0.16
DEWP_1,1.0,,0.68,,0.84,0.68,1.0,,,0.63,
WSPM_0,1.0,,0.95,0.11,1.0,0.01,0.98,0.27,0.61,0.51,0.19
WSPM_1,1.0,,0.97,0.08,1.0,,0.6,0.89,0.91,0.24,0.09
PM10_0,1.0,,0.98,0.06,1.0,,0.81,0.61,0.97,0.21,0.03
PM10_1,1.0,,0.93,0.16,1.0,0.01,0.98,0.19,0.37,0.9,0.15
PM10_2,1.0,,0.91,0.18,1.0,0.02,0.98,0.13,0.06,0.42,0.89
