,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.36,0.69,0.93,1.39,1.22,0.63,1.07,1.69,1.17,1.32,1.24
TEMP_0,0.74,1.45,1.19,0.72,0.8,1.42,1.07,1.67,1.13,1.31,1.49
PRES_1,0.99,1.27,1.23,0.67,0.94,1.26,1.07,1.71,1.16,1.29,1.4
PRES_0,1.3,0.71,0.61,1.69,1.23,0.58,1.07,1.64,1.13,1.35,1.29
DEWP_1,1.28,0.88,0.96,1.33,1.27,0.52,1.08,1.46,1.1,1.4,1.38
DEWP_0,0.76,1.41,1.21,0.69,0.53,1.61,1.05,1.99,1.23,1.16,1.32
WSPM_0,1.12,1.1,1.05,1.13,1.07,1.02,1.08,1.52,1.13,1.34,1.39
WSPM_1,1.05,1.19,1.1,1.13,0.93,1.34,1.01,2.4,1.27,1.18,1.45
PM10_0,1.1,1.09,1.07,1.08,1.0,1.17,1.06,2.01,1.32,1.04,0.95
PM10_1,1.15,1.11,1.03,1.17,1.12,0.93,1.08,1.25,0.99,1.67,1.31
PM10_2,1.0,1.26,1.08,1.22,1.03,1.01,1.08,0.53,0.24,1.39,3.24
