,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.4,0.96,0.56,1.0,0.26,0.78,0.47,0.77,0.53,0.52
TEMP_1,,,,,,,,,,,
PRES_1,1.03,0.29,0.96,1.13,1.03,0.32,0.81,0.49,0.78,0.56,0.57
PRES_0,2.9,,4.37,0.21,2.9,0.24,2.2,1.48,2.89,1.04,0.83
DEWP_0,1.0,0.31,0.96,0.56,1.0,0.33,0.78,0.47,0.77,0.53,0.52
DEWP_1,10.3,,10.13,,10.29,0.04,8.51,,,3.81,
WSPM_0,1.13,0.26,1.09,0.54,1.13,0.23,0.84,0.7,0.95,0.5,0.46
WSPM_1,1.71,,1.62,1.77,1.71,,1.55,0.49,1.05,1.83,3.23
PM10_0,1.24,0.32,1.17,1.24,1.24,,1.0,0.46,0.74,1.01,3.18
PM10_1,1.63,,1.61,0.54,1.63,0.23,1.23,1.28,1.84,0.51,0.63
PM10_2,2.4,,2.34,0.91,2.4,0.16,1.85,1.86,5.34,1.13,0.29
