,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.19,0.94,1.12,0.75,0.95,1.16,1.16,1.35,1.15,1.23,1.06
TEMP_0,0.88,1.36,0.89,1.26,1.2,0.69,1.19,1.36,1.19,1.21,1.13
PRES_0,1.15,1.0,1.16,0.65,0.96,1.13,1.16,1.34,1.13,1.22,1.05
PRES_1,0.91,1.34,0.72,1.43,1.22,0.66,1.2,1.38,1.23,1.21,1.16
DEWP_0,0.98,1.27,0.93,1.15,1.21,0.67,1.16,1.34,1.17,1.18,1.15
DEWP_1,1.21,0.9,1.17,0.69,0.8,1.33,1.2,1.38,1.16,1.27,1.02
WSPM_0,1.06,1.1,1.01,0.98,1.02,0.98,1.16,1.31,1.13,1.2,1.02
WSPM_1,1.13,1.17,1.08,0.97,1.11,1.04,1.2,1.43,1.22,1.27,1.24
PM10_0,1.06,1.13,1.02,1.02,1.08,0.99,1.17,1.39,1.28,1.13,1.03
PM10_1,1.12,1.12,1.05,0.96,1.04,1.03,1.2,1.38,1.15,1.34,0.97
PM10_2,1.26,1.35,1.32,1.07,1.25,1.22,1.35,1.34,0.65,1.43,2.24
