,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.55,1.0,0.54,0.93,0.42,0.84,0.63,0.34
PRES_0,1.0,1.0,0.65,1.0,0.54,0.93,0.42,0.84,0.63,0.34
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.55,1.0,0.61,0.93,0.42,0.84,0.63,0.34
DEWP_0,1.13,1.13,,1.13,0.08,1.05,0.43,0.93,0.75,0.12
WSPM_0,1.0,1.0,0.8,1.0,0.58,0.93,0.43,0.84,0.62,0.33
WSPM_1,1.01,1.01,,1.0,0.41,0.93,0.4,0.84,0.71,0.42
PM10_0,1.0,1.0,0.45,1.0,0.54,0.93,0.42,0.82,0.67,0.48
PM10_1,1.0,1.0,,1.0,0.5,0.92,0.41,0.87,0.55,0.24
PM10_2,1.0,1.0,,0.99,,0.92,0.41,0.89,0.55,0.11
