,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.14,1.0,0.51,1.0,0.23,1.01,0.91,0.95,0.9,0.63
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.16,1.02,0.38,1.01,0.22,1.02,0.93,0.97,0.88,0.62
PRES_0,1.4,,1.15,1.89,1.4,0.53,1.45,0.96,1.07,1.57,1.18
DEWP_0,1.0,0.16,1.0,0.5,1.0,0.21,1.01,0.91,0.95,0.9,0.63
DEWP_1,2.07,,2.12,,2.07,3.69,2.21,,,1.93,
WSPM_0,1.04,0.19,1.03,0.51,1.04,0.2,1.07,0.84,0.95,0.97,0.67
WSPM_1,1.18,,1.18,0.68,1.18,,1.13,1.35,1.2,0.94,0.81
PM10_0,1.07,0.16,1.07,0.48,1.07,,1.07,1.12,1.13,0.79,0.45
PM10_1,1.17,0.24,1.15,0.67,1.17,0.26,1.21,0.84,0.99,1.32,0.72
PM10_2,1.31,,1.29,0.85,1.31,0.42,1.37,0.64,0.61,1.27,1.67
