,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.99,0.34,0.64,0.75,0.96,0.2,0.99,0.66,0.86,0.76,0.19
TEMP_0,0.45,1.0,0.97,0.26,0.47,0.83,0.99,0.64,0.83,0.75,0.28
PRES_1,0.64,0.82,1.0,0.28,0.61,0.66,0.99,0.66,0.85,0.75,0.25
PRES_0,0.92,0.31,0.41,0.98,0.94,0.18,0.99,0.63,0.83,0.77,0.2
DEWP_1,0.92,0.45,0.68,0.69,0.99,0.19,1.0,0.58,0.8,0.81,0.22
DEWP_0,0.44,0.96,0.98,0.25,0.29,0.99,0.99,0.77,0.92,0.68,0.25
WSPM_0,0.75,0.63,0.78,0.51,0.75,0.46,1.0,0.61,0.82,0.78,0.24
WSPM_1,0.67,0.71,0.84,0.54,0.58,0.73,0.97,0.93,0.95,0.62,0.2
PM10_0,0.73,0.6,0.79,0.5,0.7,0.56,0.99,0.82,0.99,0.61,0.11
PM10_1,0.78,0.65,0.78,0.54,0.79,0.4,1.0,0.5,0.75,0.98,0.26
PM10_2,0.6,0.89,0.86,0.54,0.66,0.45,1.0,0.17,0.25,0.88,0.95
