,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.11,0.24,1.03,0.49,0.72,0.92,0.87,0.77,0.79,0.79,0.41
TEMP_0,0.29,1.22,0.73,1.01,1.08,0.55,1.02,0.65,0.87,0.78,0.47
PRES_0,0.99,0.56,1.1,0.16,0.73,0.9,0.9,0.71,0.76,0.79,0.44
PRES_1,0.63,1.09,0.21,1.28,1.13,0.49,0.98,0.75,0.94,0.76,0.4
DEWP_0,0.75,0.91,0.78,0.89,1.14,0.21,0.87,0.79,0.87,0.72,0.41
DEWP_1,1.07,0.52,1.1,0.43,0.24,1.2,1.01,0.64,0.76,0.87,0.47
WSPM_0,0.83,0.8,0.9,0.71,0.81,0.82,1.03,0.44,0.77,0.79,0.45
WSPM_1,1.03,0.68,0.98,0.77,1.0,0.74,0.61,1.12,0.93,0.77,0.39
PM10_0,0.89,0.8,0.89,0.81,0.95,0.72,0.89,0.8,1.13,0.39,
PM10_1,0.94,0.76,0.99,0.68,0.83,0.89,0.99,0.69,0.41,1.14,0.3
PM10_2,1.1,1.0,1.24,0.78,1.01,1.08,1.26,0.74,,0.66,1.64
