,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.89,1.19,0.98,1.27,1.18,0.85,0.95,0.7,0.89,0.8,0.57
TEMP_0,1.59,0.81,1.54,0.86,1.03,1.65,1.11,0.84,1.06,1.02,0.69
PRES_0,0.9,0.99,0.91,1.63,1.12,0.82,0.92,0.69,0.87,0.77,0.52
PRES_1,1.57,0.91,2.25,0.77,1.08,2.0,1.17,0.86,1.1,1.11,0.85
DEWP_0,1.17,0.79,1.24,0.82,0.87,1.65,0.99,0.72,0.91,0.88,0.63
DEWP_1,1.02,1.34,1.09,1.58,1.85,0.82,1.06,0.8,1.02,0.89,0.61
WSPM_0,0.97,0.86,1.03,0.93,1.02,0.9,0.91,0.72,0.89,0.78,0.51
WSPM_1,1.27,1.13,1.37,1.16,1.22,1.35,1.22,0.8,1.05,1.06,0.91
PM10_0,1.13,0.97,1.24,0.99,1.07,1.15,1.04,0.75,0.84,1.05,1.46
PM10_1,1.12,1.04,1.18,1.13,1.23,1.04,1.08,0.82,1.22,0.83,0.58
PM10_2,2.11,1.73,2.21,2.12,2.25,2.07,1.98,1.53,2.34,1.72,0.58
