,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,2.68,1.15,2.02,1.74,1.49,3.52,1.97,5.45,2.73,3.63,19.05
TEMP_0,0.68,5.99,1.0,5.54,2.69,1.1,2.06,4.39,2.76,3.09,21.04
PRES_0,2.35,1.98,2.29,0.65,1.53,3.41,2.01,5.04,2.59,3.67,21.74
PRES_1,1.01,5.16,0.32,8.2,2.8,0.94,2.0,5.0,3.03,2.92,16.24
DEWP_0,1.41,4.27,1.21,4.87,3.12,0.61,1.92,5.51,2.96,3.03,19.32
DEWP_1,2.49,1.56,2.13,1.19,0.49,5.05,2.12,4.4,2.46,3.91,20.51
WSPM_0,1.79,3.39,1.62,3.23,1.81,2.74,2.23,3.74,2.54,3.51,20.85
WSPM_1,2.06,2.48,1.6,3.29,2.27,2.21,1.59,7.49,3.13,3.23,17.92
PM10_0,1.81,3.22,1.46,3.82,2.19,2.18,1.94,5.87,4.16,1.93,5.05
PM10_1,1.98,2.86,1.74,2.74,1.76,2.88,2.06,4.44,1.63,5.16,16.72
PM10_2,1.85,3.39,1.9,2.57,1.81,3.01,2.16,3.22,0.38,3.07,116.41
