,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.19,0.46,0.83,1.03,1.11,0.5,1.08,0.86,1.0,0.92,0.54
TEMP_0,0.49,1.24,1.12,0.52,0.73,1.1,1.08,0.83,0.97,0.92,0.71
PRES_1,0.78,1.02,1.13,0.39,0.82,0.95,1.04,0.84,0.97,0.87,0.62
PRES_0,1.19,0.54,0.48,1.36,1.18,0.44,1.13,0.85,0.99,1.01,0.63
DEWP_1,1.07,0.68,0.85,0.97,1.15,0.31,1.08,0.67,0.91,0.98,0.63
DEWP_0,0.62,1.2,1.17,0.48,0.38,1.32,1.06,1.08,1.09,0.8,0.61
WSPM_0,0.89,0.85,0.92,0.8,0.93,0.74,1.04,0.67,0.91,0.9,0.62
WSPM_1,1.03,1.06,1.16,0.88,0.88,1.21,1.05,1.61,1.27,0.83,0.48
PM10_0,0.93,0.88,0.98,0.78,0.88,0.91,1.04,1.04,1.17,0.62,0.3
PM10_1,0.99,0.94,0.98,0.92,1.08,0.72,1.15,0.54,0.75,1.33,0.59
PM10_2,0.98,1.21,1.16,1.05,1.14,0.94,1.31,0.28,0.13,1.07,1.97
