,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,0.99,,0.96,0.68,0.99,0.44,0.83,0.6,0.85,0.66,0.68
TEMP_1,,,,,,,,,,,
PRES_1,0.75,0.35,0.7,1.32,0.75,0.43,0.63,0.45,0.62,0.52,0.55
PRES_0,,,,,,,,,,,
DEWP_0,0.99,0.49,0.96,0.68,0.98,0.62,0.83,0.6,0.84,0.66,0.67
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,0.11,0.29,0.18,0.3,0.1,0.22,0.29,0.29,0.16,0.16
WSPM_1,,,,0.01,,,0.01,,,0.01,0.01
PM10_0,0.12,0.04,0.11,0.15,0.12,,0.11,0.05,0.07,0.16,0.89
PM10_1,0.01,,0.01,,0.01,,0.01,0.01,0.01,,
PM10_2,,,,,,,,,,,
