,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.53,8.72,2.49,12.75,3.32,9.23,2.56,22.65,6.75,10.59,1403.37
TEMP_0,1.47,9.79,1.22,13.74,2.83,3.34,1.68,14.4,4.52,6.59,1018.09
PRES_0,3.69,10.69,2.86,10.22,3.69,9.81,2.79,24.43,7.24,11.57,1605.12
PRES_1,1.36,8.15,0.73,14.19,2.47,2.79,1.45,12.62,4.02,5.61,821.69
DEWP_0,2.54,12.57,1.84,18.56,4.21,4.3,2.35,21.21,6.47,9.22,1399.02
DEWP_1,2.53,6.12,1.87,7.56,1.72,7.75,1.89,15.84,4.79,7.95,1026.26
WSPM_0,3.31,12.73,2.46,17.88,3.96,8.62,2.84,23.11,7.21,11.35,1581.49
WSPM_1,1.79,6.43,1.28,9.4,2.23,4.41,1.4,13.86,4.05,5.85,853.83
PM10_0,2.38,9.41,1.71,13.95,3.08,5.93,2.0,18.71,6.23,7.0,915.65
PM10_1,2.22,7.79,1.62,10.77,2.53,5.66,1.82,15.33,4.3,8.33,925.62
PM10_2,0.44,1.69,0.36,2.17,0.53,1.24,0.37,2.5,0.36,1.48,434.18
