,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.53,0.99,0.73,0.59,0.57,1.09,0.6,0.56,0.6,0.59,0.95
TEMP_0,0.85,0.47,0.53,0.92,0.79,0.52,0.55,0.52,0.58,0.56,0.63
PRES_1,0.84,0.68,0.66,1.36,0.87,0.73,0.71,0.67,0.72,0.72,0.95
PRES_0,0.4,0.72,0.73,0.35,0.41,0.91,0.43,0.4,0.44,0.42,0.56
DEWP_1,0.63,0.94,0.79,0.67,0.62,1.51,0.67,0.66,0.71,0.64,0.86
DEWP_0,0.71,0.41,0.45,0.93,0.99,0.38,0.48,0.41,0.46,0.51,0.66
WSPM_0,0.91,0.96,0.93,0.99,0.92,1.1,0.85,0.87,0.9,0.82,1.04
WSPM_1,0.27,0.23,0.24,0.33,0.34,0.21,0.24,0.16,0.21,0.34,1.15
PM10_0,0.67,0.68,0.67,0.79,0.73,0.69,0.63,0.54,0.57,0.75,4.19
PM10_1,0.46,0.49,0.47,0.46,0.44,0.62,0.43,0.47,0.53,0.35,0.44
PM10_2,0.18,0.15,0.16,0.19,0.17,0.19,0.16,0.15,0.22,0.16,0.09
