,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,1135902313.4,1.27,4459.17,1.01,97045655.12,2.85,90.03,5.92,61.37,1146.83
TEMP_1,,,,,,,,,,,
PRES_1,0.93,1184287405.83,1.2,3257.34,0.94,85179868.92,2.65,85.14,5.57,56.29,1042.47
PRES_0,0.07,,0.08,768.51,0.07,10773976.02,0.2,4.89,0.35,5.09,101.73
DEWP_0,1.0,1225874205.33,1.27,4428.69,1.01,90700911.3,2.84,89.98,5.91,61.25,1142.53
DEWP_1,,,,,,1856745.94,0.01,,,0.21,
WSPM_0,0.74,984602435.19,0.94,3196.5,0.75,52608187.18,2.13,61.51,4.3,46.31,840.58
WSPM_1,0.26,,0.33,1333.61,0.26,,0.72,27.96,1.63,15.4,352.63
PM10_0,0.59,753075876.72,0.75,2490.45,0.59,,1.65,60.45,3.78,31.39,509.19
PM10_1,0.29,408175299.61,0.37,1396.33,0.29,23650577.87,0.84,21.86,1.67,21.34,328.64
PM10_2,0.11,,0.14,594.71,0.11,11876086.69,0.32,5.34,0.36,7.45,233.9
