,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.66,18.11,1.77,0.75,0.87,3.39,1.21,1.2,1.18,1.19,1.66
TEMP_0,18.91,0.61,0.92,3.98,2.28,0.73,1.25,1.27,1.3,1.27,0.96
PRES_1,1.65,0.84,0.76,16.88,1.5,0.81,1.15,1.03,1.08,1.24,1.16
PRES_0,0.86,4.25,20.36,0.5,0.94,5.83,1.33,1.72,1.54,1.19,1.33
DEWP_1,0.83,2.1,1.53,0.79,0.73,27.31,1.07,2.19,1.36,0.95,1.09
DEWP_0,3.78,0.77,0.95,5.62,31.93,0.52,1.54,0.76,1.08,2.06,1.47
WSPM_0,1.05,1.05,1.07,1.01,0.96,1.22,0.95,2.78,1.16,0.94,0.91
WSPM_1,1.76,1.8,1.61,2.22,3.59,0.98,4.73,0.38,1.13,6.0,18.3
PM10_0,1.16,1.23,1.13,1.33,1.39,0.96,1.31,0.79,0.71,6.82,
PM10_1,1.37,1.4,1.51,1.19,1.14,2.14,1.25,3.73,8.06,0.54,3.52
PM10_2,2.83,1.59,2.09,2.03,1.96,2.27,1.81,13.01,,5.6,0.21
