,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.63,0.55,1.37,1.35,1.15,1.91,1.15,2.12,1.5,1.72,5.32
TEMP_0,0.36,2.44,0.83,2.37,1.47,0.97,1.16,1.54,1.42,1.44,5.31
PRES_0,1.49,1.35,1.51,0.45,1.19,1.93,1.23,2.02,1.49,1.78,6.01
PRES_1,0.75,2.07,0.23,2.86,1.45,0.83,1.06,1.68,1.45,1.34,4.23
DEWP_0,1.07,2.07,1.01,2.38,1.76,0.43,1.12,2.11,1.61,1.52,5.16
DEWP_1,1.39,1.09,1.3,1.04,0.34,2.23,1.19,1.58,1.28,1.68,5.46
WSPM_0,1.25,1.93,1.23,2.0,1.32,1.76,1.41,1.26,1.5,1.77,6.05
WSPM_1,1.22,1.29,1.05,1.7,1.28,1.24,0.66,2.51,1.43,1.36,4.14
PM10_0,1.19,1.71,1.08,2.03,1.38,1.38,1.08,2.02,1.97,0.77,
PM10_1,1.21,1.55,1.16,1.64,1.16,1.62,1.15,1.66,0.68,2.16,3.46
PM10_2,0.77,1.12,0.79,1.03,0.77,1.09,0.81,0.98,,0.69,10.33
