,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,4.86,4.27,1.83,19.58,2.8,6.65,0.92,355.53,3.71,20.15,1148.89
TEMP_0,2.91,6.63,2.02,9.83,1.73,12.59,0.82,313.61,3.28,17.68,1177.03
PRES_1,4.86,8.38,2.86,14.71,2.77,15.57,1.14,451.16,4.62,24.81,1598.31
PRES_0,3.02,2.68,0.94,14.33,1.8,4.17,0.59,218.78,2.36,13.02,725.73
DEWP_1,5.48,5.84,2.21,21.63,3.32,7.76,1.07,382.1,4.17,24.16,1382.67
DEWP_0,2.32,5.27,1.65,8.07,1.12,11.1,0.66,285.08,2.8,13.64,945.46
WSPM_0,6.79,9.62,3.29,25.61,3.97,16.83,1.49,549.73,5.9,32.53,1952.57
WSPM_1,1.12,1.7,0.58,4.93,0.63,3.59,0.25,117.22,1.08,5.39,480.53
PM10_0,4.42,6.04,2.17,17.15,2.55,12.22,0.97,427.75,4.23,18.93,1074.25
PM10_1,2.77,3.95,1.3,10.19,1.6,6.38,0.59,197.95,2.29,14.65,763.69
PM10_2,0.62,1.2,0.36,2.8,0.39,1.66,0.15,23.32,0.29,3.67,418.35
