,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.83,1.56,1.24,0.8,0.94,1.58,1.11,0.59,0.97,0.8,0.81
TEMP_0,1.61,0.81,1.01,1.47,1.5,0.82,1.16,0.62,1.06,0.88,0.62
PRES_1,1.08,0.82,0.89,1.55,1.15,0.82,1.05,0.56,0.93,0.8,0.65
PRES_0,0.99,1.74,2.05,0.73,1.07,2.08,1.26,0.67,1.14,0.89,0.76
DEWP_1,0.85,1.22,1.15,0.78,0.87,1.92,1.05,0.6,0.98,0.74,0.64
DEWP_0,1.61,0.87,1.06,1.81,2.47,0.76,1.25,0.6,1.05,1.01,0.8
WSPM_0,0.88,0.88,0.95,0.82,0.92,0.94,0.96,0.56,0.89,0.68,0.55
WSPM_1,1.61,1.38,1.55,1.69,2.18,1.15,1.74,0.62,1.27,1.85,3.67
PM10_0,1.0,0.98,1.06,1.02,1.15,0.92,1.1,0.52,0.85,1.01,3.87
PM10_1,1.16,1.18,1.28,1.0,1.15,1.41,1.26,0.8,1.42,0.74,0.62
PM10_2,1.92,1.52,1.79,1.65,1.89,1.75,1.89,1.17,2.37,1.44,0.5
