,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.7,2.54,1.49,0.68,0.86,2.78,1.11,0.45,0.94,0.71,0.91
TEMP_0,2.53,0.65,0.95,2.37,2.11,0.69,1.2,0.48,1.07,0.82,0.55
PRES_1,1.21,0.73,0.78,2.7,1.34,0.75,1.04,0.42,0.88,0.72,0.63
PRES_0,0.9,2.89,3.79,0.54,1.02,4.32,1.33,0.54,1.18,0.81,0.79
DEWP_1,0.75,1.57,1.31,0.68,0.75,4.17,1.04,0.5,0.98,0.62,0.61
DEWP_0,2.47,0.73,1.01,3.29,5.48,0.57,1.32,0.42,1.01,1.06,0.86
WSPM_0,0.85,0.87,0.96,0.81,0.91,1.03,0.91,0.45,0.85,0.57,0.49
WSPM_1,1.99,1.51,1.78,2.2,3.26,1.12,2.12,0.38,1.26,2.48,7.62
PM10_0,1.02,1.02,1.1,1.12,1.29,0.91,1.12,0.35,0.72,1.13,10.9
PM10_1,1.21,1.29,1.44,1.03,1.2,1.9,1.32,0.8,1.76,0.55,0.59
PM10_2,2.59,1.66,2.18,2.0,2.43,2.35,2.26,2.07,7.26,1.52,0.25
