,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,657721.0,1.15,206.95,1.0,116604.28,1.83,14.57,2.9,11.71,80.53
TEMP_1,,,,,,,,,,,
PRES_1,0.87,570969.14,1.0,179.66,0.87,104159.1,1.58,12.78,2.53,10.13,69.8
PRES_0,,,0.01,1.0,,508.6,0.01,0.06,0.01,0.06,0.39
DEWP_0,1.0,655492.64,1.15,205.84,1.0,116209.22,1.82,14.53,2.9,11.67,80.19
DEWP_1,,,,,,1.0,,,,,
WSPM_0,0.55,346146.01,0.63,105.4,0.55,47292.75,1.0,7.95,1.6,6.19,40.59
WSPM_1,0.07,,0.08,19.09,0.07,,0.12,1.0,0.2,0.94,9.41
PM10_0,0.34,254382.02,0.4,82.29,0.35,,0.63,5.2,1.0,4.0,33.65
PM10_1,0.09,49585.23,0.1,15.53,0.09,7547.65,0.16,1.23,0.26,1.0,5.99
PM10_2,0.01,,0.01,2.66,0.01,990.68,0.02,0.13,0.03,0.15,1.0
