,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,23.27,6.05,4.22,128.1,9.93,18.69,2.12,4469.01,12.59,107.26,17768.12
TEMP_0,3.78,42.73,7.52,31.62,4.15,87.61,2.07,4090.85,11.56,102.99,30491.58
PRES_1,10.5,31.22,8.1,19.18,5.63,70.68,2.07,4451.47,12.5,98.66,24088.22
PRES_0,21.06,8.05,1.31,204.54,10.25,13.49,2.15,3985.19,11.34,117.88,23080.86
DEWP_1,19.24,13.65,4.52,118.0,10.99,7.44,2.19,2944.9,10.85,123.98,25143.94
DEWP_0,5.83,38.86,7.79,25.78,1.1,121.69,1.94,6472.45,14.14,74.92,21472.59
WSPM_0,14.25,23.0,5.68,84.9,7.68,45.07,2.19,2962.11,11.38,113.64,26574.82
WSPM_1,13.37,24.83,6.31,70.57,4.52,85.82,1.55,12033.27,16.31,56.65,7220.82
PM10_0,14.25,22.51,5.99,73.7,6.32,62.03,2.01,6392.44,17.56,48.65,2759.1
PM10_1,14.64,23.05,5.39,95.18,8.6,35.17,2.21,1819.3,6.29,203.13,21587.7
PM10_2,10.99,29.68,5.86,91.51,7.33,46.05,2.2,498.4,0.33,96.69,166764.14
