,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.29,1.12,1.19,0.92,1.04,1.34,1.23,1.66,1.3,1.44,1.77
TEMP_0,0.92,1.56,0.91,1.49,1.28,0.77,1.22,1.61,1.31,1.37,1.84
PRES_0,1.25,1.19,1.23,0.8,1.06,1.32,1.23,1.65,1.29,1.44,1.77
PRES_1,0.94,1.52,0.73,1.68,1.28,0.73,1.21,1.62,1.34,1.36,1.86
DEWP_0,1.05,1.49,0.97,1.4,1.32,0.77,1.22,1.63,1.32,1.38,1.91
DEWP_1,1.27,1.04,1.21,0.83,0.85,1.5,1.24,1.65,1.28,1.45,1.66
WSPM_0,1.15,1.31,1.08,1.21,1.13,1.15,1.23,1.62,1.29,1.41,1.72
WSPM_1,1.16,1.32,1.1,1.13,1.17,1.16,1.22,1.67,1.33,1.42,1.99
PM10_0,1.13,1.32,1.06,1.23,1.17,1.12,1.22,1.68,1.43,1.3,1.69
PM10_1,1.18,1.29,1.09,1.14,1.11,1.16,1.23,1.64,1.27,1.52,1.58
PM10_2,1.18,1.38,1.21,1.14,1.18,1.22,1.23,1.41,0.63,1.44,3.24
