,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.81,4.19,1.35,0.84,0.94,1.79,1.14,0.99,1.09,1.06,1.13
TEMP_0,4.4,0.78,0.98,1.96,1.54,0.84,1.17,1.03,1.15,1.1,0.86
PRES_1,1.26,0.89,0.87,3.92,1.22,0.86,1.1,0.91,1.02,1.06,0.93
PRES_0,0.96,2.09,4.7,0.7,1.01,2.43,1.24,1.23,1.29,1.09,1.03
DEWP_1,0.9,1.42,1.24,0.85,0.85,5.0,1.06,1.31,1.16,0.93,0.9
DEWP_0,2.0,0.89,1.02,2.35,5.88,0.72,1.31,0.82,1.07,1.42,1.08
WSPM_0,0.99,0.98,1.01,0.94,0.96,1.04,0.97,1.46,1.05,0.9,0.8
WSPM_1,1.46,1.46,1.42,1.59,2.14,1.06,2.48,0.62,1.16,2.76,4.66
PM10_0,1.07,1.09,1.07,1.11,1.19,0.95,1.18,0.81,0.84,2.51,
PM10_1,1.21,1.21,1.29,1.09,1.11,1.48,1.2,1.72,2.96,0.74,1.67
PM10_2,1.92,1.43,1.68,1.58,1.62,1.68,1.6,3.31,,2.66,0.46
