,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.92,1.02,0.9,0.98,0.94,1.02,0.89,0.95,0.93,0.67
TEMP_0,1.08,1.0,1.11,0.97,1.07,1.01,1.1,0.98,1.04,1.01,0.74
PRES_0,0.99,0.9,1.0,0.88,0.97,0.92,1.0,0.88,0.94,0.91,0.66
PRES_1,1.1,1.03,1.12,1.0,1.1,1.06,1.14,0.99,1.06,1.05,0.77
DEWP_0,1.01,0.93,1.03,0.91,1.0,0.94,1.03,0.91,0.97,0.94,0.69
DEWP_1,1.06,0.98,1.09,0.94,1.05,1.0,1.09,0.95,1.02,0.99,0.71
WSPM_0,0.98,0.91,1.0,0.88,0.97,0.92,1.0,0.88,0.94,0.91,0.66
WSPM_1,1.13,1.02,1.13,1.01,1.1,1.06,1.14,1.0,1.06,1.05,0.78
PM10_0,1.05,0.96,1.06,0.94,1.03,0.98,1.06,0.94,1.0,0.98,
PM10_1,1.07,0.99,1.09,0.95,1.06,1.01,1.09,0.95,1.02,1.0,0.73
PM10_2,1.49,1.34,1.51,1.3,1.44,1.4,1.52,1.28,,1.36,1.0
