,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.71,0.86,0.81,1.17,1.02,0.63,0.77,0.41,0.63,0.54,0.31
TEMP_0,1.37,0.53,1.42,0.58,0.78,1.79,0.87,0.48,0.76,0.67,0.35
PRES_0,0.72,0.76,0.75,1.45,0.96,0.63,0.75,0.4,0.63,0.52,0.28
PRES_1,1.39,0.57,1.96,0.48,0.81,2.17,0.91,0.49,0.78,0.71,0.43
DEWP_0,1.0,0.52,1.13,0.58,0.67,1.59,0.79,0.43,0.68,0.59,0.32
DEWP_1,0.79,1.09,0.88,1.58,1.52,0.57,0.85,0.45,0.69,0.58,0.33
WSPM_0,0.82,0.63,0.91,0.76,0.86,0.76,0.75,0.41,0.65,0.53,0.27
WSPM_1,1.02,0.77,1.15,0.91,0.95,1.1,0.92,0.48,0.74,0.71,0.48
PM10_0,0.95,0.68,1.08,0.79,0.87,0.98,0.83,0.44,0.61,0.67,0.8
PM10_1,0.9,0.75,0.99,0.92,1.01,0.84,0.86,0.46,0.81,0.56,0.27
PM10_2,1.47,1.07,1.61,1.45,1.56,1.5,1.37,0.78,1.7,0.95,0.2
