,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,,1.0,0.33,0.97,0.68,0.92,0.78,0.39
PRES_0,1.0,1.0,,1.0,0.33,0.97,0.68,0.92,0.78,0.39
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,,1.0,,0.97,0.68,0.92,0.78,0.39
DEWP_0,3.0,3.0,,,1.0,2.87,2.05,2.73,,
WSPM_0,1.03,1.03,,1.03,0.35,1.0,0.7,0.96,0.8,0.43
WSPM_1,1.47,1.47,,1.47,0.49,1.43,1.0,1.33,1.24,
PM10_0,1.08,1.08,,1.08,0.37,1.05,0.75,1.0,0.84,
PM10_1,1.28,1.28,,1.28,,1.25,0.8,1.19,1.0,0.49
PM10_2,2.57,2.57,,2.57,,2.34,,,2.05,1.0
