,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.55,0.57,0.85,1.59,1.34,0.4,1.11,2.55,1.28,1.62,1.04
TEMP_0,0.7,1.69,1.3,0.54,0.65,1.63,1.11,2.45,1.24,1.6,1.54
PRES_1,1.0,1.4,1.34,0.59,0.86,1.3,1.11,2.54,1.27,1.6,1.37
PRES_0,1.44,0.52,0.55,2.07,1.32,0.36,1.11,2.43,1.25,1.64,1.09
DEWP_1,1.44,0.76,0.91,1.45,1.39,0.38,1.11,2.22,1.2,1.71,1.21
DEWP_0,0.68,1.64,1.32,0.52,0.41,1.94,1.1,2.95,1.37,1.45,1.37
WSPM_0,1.17,1.08,1.05,1.09,1.05,0.9,1.11,2.32,1.24,1.66,1.3
WSPM_1,1.04,1.21,1.13,1.14,0.82,1.42,1.09,3.55,1.43,1.31,1.12
PM10_0,1.14,1.03,1.06,1.06,0.98,1.11,1.1,3.13,1.48,1.3,0.59
PM10_1,1.21,1.11,1.04,1.13,1.1,0.79,1.12,1.93,1.13,2.07,1.4
PM10_2,0.94,1.52,1.16,1.15,0.93,0.89,1.12,0.65,0.38,1.88,5.17
