,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.71,1.0,0.64,0.87,0.41,0.84,0.66,0.38
PRES_0,1.0,1.0,,1.0,0.64,0.87,0.41,0.84,0.65,0.38
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.71,1.0,1.21,0.87,0.41,0.84,0.65,0.39
DEWP_0,1.15,1.15,,2.16,0.01,1.39,0.17,0.77,,
WSPM_0,1.0,1.0,0.61,1.0,1.08,0.86,0.49,0.86,0.63,0.37
WSPM_1,1.0,1.0,,1.01,0.19,0.96,0.2,0.78,0.83,0.43
PM10_0,1.0,1.0,0.48,1.0,0.5,0.88,0.41,0.69,1.15,1.28
PM10_1,1.0,1.0,,1.0,,0.87,0.4,1.46,0.32,0.2
PM10_2,1.0,1.0,,1.0,,0.86,0.57,1.69,0.38,0.01
