,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.37,0.99,0.67,1.0,0.42,0.95,0.82,0.92,0.83,0.72
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.37,1.0,0.68,1.01,0.43,0.96,0.83,0.94,0.84,0.73
PRES_0,1.49,,1.48,1.0,1.49,0.58,1.44,1.04,1.29,1.28,1.06
DEWP_0,1.0,0.37,0.99,0.67,1.0,0.42,0.95,0.82,0.92,0.83,0.72
DEWP_1,2.4,,2.37,,2.4,1.0,2.42,,,1.86,
WSPM_0,1.05,0.38,1.04,0.66,1.05,0.37,1.0,0.85,0.97,0.85,0.71
WSPM_1,1.22,,1.2,1.06,1.22,,1.17,1.0,1.11,1.16,1.38
PM10_0,1.08,0.37,1.07,0.79,1.08,,1.03,0.9,1.0,0.89,0.98
PM10_1,1.2,,1.19,0.75,1.2,0.41,1.15,0.97,1.15,1.0,0.77
PM10_2,1.39,,1.36,0.97,1.39,0.48,1.35,0.89,1.05,1.17,1.0
