,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.34,1.0,0.1,0.88,0.59,0.81,0.61,0.42
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.03,0.06,1.0,0.08,0.88,0.6,0.84,0.58,0.39
PRES_0,1.0,,0.16,4.2,0.99,,0.99,0.4,0.38,1.09,0.75
DEWP_0,1.0,,0.97,0.34,1.0,,0.88,0.59,0.81,0.61,0.41
DEWP_1,1.0,,0.71,,,22.68,1.01,,,,
WSPM_0,1.0,,0.96,0.38,1.0,0.11,1.1,0.19,0.68,0.75,0.52
WSPM_1,1.0,,0.99,0.23,1.0,,0.29,1.7,1.18,0.21,0.13
PM10_0,1.0,,1.01,0.17,1.0,,0.73,0.88,1.3,0.11,
PM10_1,1.0,,0.92,0.59,1.0,,1.11,0.17,0.15,1.77,0.17
PM10_2,1.0,,0.91,0.63,0.99,,1.12,0.14,,0.25,3.24
