,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.48,1.04,1.31,5.59,2.42,1.1,1.35,19.57,2.44,5.18,16.85
TEMP_0,1.02,4.46,2.17,1.56,1.04,5.21,1.33,19.06,2.28,4.98,25.91
PRES_1,1.86,3.46,2.3,1.29,1.42,4.14,1.34,19.68,2.4,4.9,21.76
PRES_0,3.22,1.09,0.58,8.3,2.44,0.9,1.35,18.66,2.29,5.45,19.86
DEWP_1,3.08,1.65,1.4,5.14,2.6,0.72,1.37,15.23,2.18,5.77,21.97
DEWP_0,1.1,4.26,2.22,1.35,0.44,6.77,1.3,25.96,2.66,3.99,19.7
WSPM_0,2.37,2.59,1.69,3.75,1.86,2.72,1.37,15.91,2.26,5.36,22.63
WSPM_1,2.07,3.01,1.84,3.42,1.28,4.8,1.2,39.25,2.95,3.5,12.19
PM10_0,2.31,2.57,1.76,3.36,1.61,3.6,1.32,26.64,3.12,3.21,5.15
PM10_1,2.45,2.6,1.63,4.12,2.04,2.22,1.37,11.37,1.69,8.18,22.43
PM10_2,1.89,3.38,1.79,4.16,1.73,2.75,1.37,3.14,0.19,5.49,118.71
