,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.85,0.31,1.79,0.85,1.81,0.82,1.03,2.64,1.33,1.96,4.22
TEMP_0,0.27,2.14,0.71,1.9,0.68,1.91,0.99,2.58,1.23,1.83,6.89
PRES_0,1.73,0.78,1.92,0.28,1.76,0.88,1.03,2.54,1.28,2.0,4.84
PRES_1,0.76,1.98,0.26,2.05,0.82,1.86,0.99,2.68,1.29,1.79,6.4
DEWP_1,1.74,0.76,1.76,0.88,1.92,0.25,1.07,2.14,1.28,2.01,4.7
DEWP_0,0.74,1.99,0.82,1.87,0.23,2.05,0.95,3.02,1.29,1.77,6.51
WSPM_0,1.5,1.67,1.56,1.61,1.61,1.54,1.23,1.81,1.39,2.2,6.78
WSPM_1,1.09,1.22,1.08,1.23,0.93,1.37,0.51,3.78,1.17,1.31,3.18
PM10_0,1.41,1.51,1.41,1.52,1.41,1.52,1.0,3.08,1.69,0.88,0.81
PM10_1,1.23,1.34,1.3,1.25,1.32,1.24,0.97,1.88,0.53,2.73,3.34
PM10_2,0.63,1.16,0.74,1.04,0.72,1.05,0.69,1.05,0.09,0.79,11.65
