,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.29,7.93,0.77,0.33,0.38,1.48,0.53,0.53,0.52,0.52,0.73
TEMP_0,7.07,0.23,0.35,1.49,0.85,0.27,0.47,0.47,0.48,0.48,0.36
PRES_1,0.95,0.48,0.44,9.77,0.87,0.47,0.67,0.59,0.62,0.72,0.67
PRES_0,0.21,1.06,5.06,0.12,0.23,1.45,0.33,0.43,0.38,0.3,0.33
DEWP_1,0.44,1.12,0.82,0.42,0.39,14.6,0.57,1.17,0.73,0.51,0.58
DEWP_0,1.08,0.22,0.27,1.61,9.12,0.15,0.44,0.22,0.31,0.59,0.42
WSPM_0,0.85,0.85,0.87,0.82,0.78,0.99,0.77,2.26,0.95,0.76,0.74
WSPM_1,0.15,0.15,0.13,0.18,0.3,0.08,0.39,0.03,0.09,0.49,1.51
PM10_0,0.54,0.58,0.53,0.63,0.66,0.45,0.61,0.37,0.34,3.21,
PM10_1,0.34,0.34,0.37,0.29,0.28,0.53,0.31,0.92,1.98,0.13,0.87
PM10_2,0.12,0.07,0.09,0.09,0.08,0.1,0.08,0.56,,0.24,0.01
