,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.66,0.99,0.5,0.8,0.83,1.02,0.86,0.88,0.87,0.35
TEMP_0,0.81,0.99,0.86,0.87,1.05,0.55,1.12,0.92,0.96,0.94,0.4
PRES_0,0.96,0.69,1.0,0.45,0.79,0.8,1.0,0.84,0.85,0.86,0.33
PRES_1,0.86,1.0,0.76,0.99,1.09,0.55,1.16,0.96,1.02,0.96,0.42
DEWP_0,0.84,0.87,0.85,0.74,0.99,0.51,1.03,0.86,0.9,0.86,0.38
DEWP_1,1.07,0.68,1.09,0.5,0.74,1.0,1.11,0.93,0.93,0.96,0.34
WSPM_0,0.88,0.75,0.88,0.63,0.83,0.7,1.0,0.83,0.85,0.84,0.32
WSPM_1,1.05,0.88,1.07,0.68,1.01,0.84,1.17,0.99,1.02,1.0,0.45
PM10_0,0.94,0.81,0.95,0.67,0.92,0.76,1.07,0.91,0.99,0.86,0.37
PM10_1,1.0,0.83,0.99,0.67,0.92,0.78,1.12,0.93,0.95,0.99,0.33
PM10_2,1.51,1.3,1.64,1.01,1.46,1.22,1.66,1.28,0.79,1.44,0.96
