,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.26,0.99,0.59,1.0,0.31,0.94,0.76,0.9,0.78,0.64
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.27,1.0,0.6,1.01,0.32,0.95,0.78,0.91,0.79,0.65
PRES_0,1.7,,1.68,1.0,1.7,0.48,1.61,1.1,1.43,1.38,1.11
DEWP_0,1.0,0.26,0.99,0.59,1.0,0.31,0.94,0.77,0.9,0.78,0.64
DEWP_1,3.21,,3.25,,3.21,1.0,3.2,,,2.67,
WSPM_0,1.06,0.27,1.05,0.58,1.06,0.25,1.0,0.81,0.96,0.8,0.63
WSPM_1,1.31,,1.28,1.03,1.31,,1.22,1.0,1.15,1.2,1.44
PM10_0,1.11,0.33,1.1,0.75,1.11,,1.04,0.88,1.0,0.86,0.87
PM10_1,1.28,0.3,1.26,0.66,1.28,0.3,1.2,0.96,1.2,1.0,0.72
PM10_2,1.55,,1.52,0.94,1.55,0.33,1.48,0.83,1.15,1.24,1.0
