,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.99,0.59,1.0,0.31,0.94,0.76,0.9,0.78,0.64
TEMP_1,,,,,,,,,,,
PRES_1,1.01,,1.0,0.6,1.01,0.33,0.95,0.78,0.91,0.79,0.65
PRES_0,1.7,,1.68,1.0,1.71,,1.6,1.3,1.5,1.35,1.09
DEWP_0,1.0,,0.99,0.59,1.0,,0.94,0.77,0.9,0.78,0.64
DEWP_1,3.21,,3.05,,,1.0,3.02,,,,
WSPM_0,1.06,,1.05,0.62,1.06,0.33,1.0,0.81,0.96,0.83,0.68
WSPM_1,1.31,,1.29,0.77,1.31,,1.23,1.0,1.16,1.09,0.96
PM10_0,1.11,,1.1,0.67,1.11,,1.04,0.86,1.0,0.87,
PM10_1,1.28,,1.26,0.74,1.28,,1.21,0.92,1.16,1.0,0.82
PM10_2,1.55,,1.52,0.92,1.55,,1.47,1.04,,1.22,1.0
