,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.53,9.37,2.5,13.07,3.38,9.32,2.59,23.31,6.87,10.82,1476.14
TEMP_0,1.55,9.8,1.24,13.91,2.85,3.42,1.69,15.03,4.61,6.77,1063.22
PRES_0,3.72,11.21,2.86,10.99,3.76,9.92,2.82,25.28,7.4,11.8,1665.95
PRES_1,1.4,8.21,0.78,14.19,2.48,2.84,1.46,13.06,4.08,5.78,880.55
DEWP_0,2.6,12.84,1.86,18.77,4.21,4.55,2.38,21.77,6.58,9.5,1480.28
DEWP_1,2.54,6.4,1.88,7.88,1.85,7.75,1.9,16.57,4.9,8.08,1062.38
WSPM_0,3.37,12.94,2.48,18.32,4.04,8.67,2.84,24.31,7.38,11.6,1642.6
WSPM_1,1.8,6.74,1.29,9.43,2.24,4.52,1.43,14.0,4.1,6.0,913.39
PM10_0,2.41,9.61,1.73,14.07,3.1,6.05,2.02,19.15,6.24,7.36,1031.26
PM10_1,2.25,8.04,1.62,11.03,2.57,5.7,1.83,16.07,4.51,8.36,965.5
PM10_2,0.45,1.77,0.36,2.26,0.54,1.24,0.37,2.63,0.39,1.53,435.48
